Blog Category,Blog Title,Blog Catchphrase,Blog Link,Author Name,Thumbnail Link
Black Friday,There's up to 80% off everything for the ASOS Cyber Monday sale (plus an extra 20% off discount code) and it ends SOON!,"Ready, set, shop.",https://www.glamourmagazine.co.uk/gallery/asos-black-friday-2021-26-11,Georgia Trodd ,https://media.glamourmagazine.co.uk/photos/61924c3b771417e160790600/4:3/w_1600%2Cc_limit/ASOSBLACKFRI151121_DEFAULT1.jpg
Black Friday,"Unmissable Cyber Monday clothing deals to help you save on timeless staples – at & Other Stories, ASOS, The Outnet and more",Replenish your wardrobe for a lot less.,https://www.glamourmagazine.co.uk/gallery/black-friday-fashion-deals-2021-26-11,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/61389fc5e2e190b1f7b2699c/4:3/w_1600%2Cc_limit/gettyimages-1166685976_sq.jpg
Fashion,"37 must-have women's winter coats in the Black Friday sales, from puffers and trenches to cosy teddy coats","When it can make or break an outfit, there's no such thing as too many coats.",https://www.glamourmagazine.co.uk/gallery/black-friday-coat-sale,Alexandria Dale ,https://media.glamourmagazine.co.uk/photos/619b96f7f91e3a21ad562ce5/4:3/w_1600%2Cc_limit/BFCOATS_221121_GettyImages-1344225037_SQ.jpg
Shopping,"The best jeans for women to buy now and wear forever, for every budget and style",Where to buy the best jeans that you'll always adore.,https://www.glamourmagazine.co.uk/gallery/best-jeans-for-women,Sophie Cockett Georgia Trodd ,https://media.glamourmagazine.co.uk/photos/61a10bc1f0b2a481fe6010ce/4:3/w_1600%2Cc_limit/BESTJEANS_11262021_GettyImages-1306412710_SQ.jpg
Black Friday,"The expensive-looking staples to buy in the & Other Stories Black Friday sale, according to an & Other Stories super-fan",& Other Stories Black Friday sale is always so good.,https://www.glamourmagazine.co.uk/gallery/other-stories-black-friday-sale-2021-26-11-updated,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/61a0b51a93e6b194c7a09859/4:3/w_1600%2Cc_limit/STORIES_261121_SQ.jpg
Black Friday,"Black Friday designer deals you need to know about (we're talking serious sales on Gucci, Victoria Beckham, The Vampire's Wife & more)",Everything you need to know to bag a designer bargain this Black Friday.,https://www.glamourmagazine.co.uk/article/black-friday-designer-deals-2021-26-11-updated,Alexandria Dale ,https://media.glamourmagazine.co.uk/photos/619b8f0427a8adb85f28e866/4:3/w_1600%2Cc_limit/DESIGNERDEALS_221121_GettyImages-1350447948_SQ.jpg
Kate Middleton,"Kate Middleton's favourite & Other Stories jeans are reduced to £52 right now, but mark our words when we tell you they'll sell out",Jump to it.,https://www.glamourmagazine.co.uk/article/kate-middleton-other-stories-jeans,Tanyel Mustafa Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/61a0b5bc1ff61ded7f162f5f/4:3/w_1600%2Cc_limit/KMIDJEANS_11262021_gettyimages-1324941743b_SQ.jpg
Lifestyle,"Dua Lipa is set to become your new relatable millennial lifestyle guru with her new platform, Service95",Where do we sign up? ,https://www.glamourmagazine.co.uk/article/dua-lipa-newsletter,Lucy Morgan ,https://media.glamourmagazine.co.uk/photos/619d20c51ff61ded7f162d45/4:3/w_1600%2Cc_limit/DUALIPA_231121_DUALIPA__%2520(1).jpg
Fashion,"Who are the social media 'genuinfluencers', the online creators who aren't just trying to sell you their 'fits?",Authenticity and integrity? It’s about time.,https://www.glamourmagazine.co.uk/article/who-are-social-media-genuinfluencers,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6195383a361d5832e07670e6/4:3/w_1600%2Cc_limit/genuinfluencers_171121_GettyImages-1344898838_SQ.jpg
Jenny Packham,"22 times Kate Middleton wore her favourite red carpet designer, Jenny Packham",GLAMOUR joined the fashion designer for an exclusive chat.,https://www.glamourmagazine.co.uk/article/kate-middleton-jenny-packham,Alexandra Fullerton Charlie Teather ,https://media.glamourmagazine.co.uk/photos/619793f427a8adb85f28e770/4:3/w_1600%2Cc_limit/KMDRESS191121_DEFAULT1GettyImages-1354100522.jpg
Fashion,This is the viral puffer jacket from H&M that you keep seeing all over Instagram,And it's not totally sold out (yet!).,https://www.glamourmagazine.co.uk/article/handm-green-puffer-jacket,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61965369771417e16079080b/4:3/w_1600%2Cc_limit/H&MPUFFER_181121_georginalennon1-_SQ.jpg
Black Friday,"RUN, don't walk: Rixo dresses are reduced by up to 55% for Black Friday, so get shopping ahead of your festive events and next year's weddings",They're fashion's favourite for a reason.,https://www.glamourmagazine.co.uk/gallery/rixo-dresses-discount-sale,Charlie Teather Sophie Cockett Georgia Trodd ,https://media.glamourmagazine.co.uk/photos/61a10ff10b2a6c5cc8799302/4:3/w_1600%2Cc_limit/RIXO_11262021_GettyImages-1340946449_SQ.jpg
Designer Fashion,"There are 7,758 products in the Net-A-Porter Black Friday sale – these are the 34 that our Fashion Editor thinks you should head for","Major savings on Victoria Beckham, Chloé, Frankie Shop, New Balance, Nanushka & more…",https://www.glamourmagazine.co.uk/gallery/net-a-porter-black-friday,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/619f9294f0b2a481fe600fcb/4:3/w_1600%2Cc_limit/NETBF_11252021_GettyImages-1333643279_SQ.jpg
Black Friday,These are the H&M Black Friday pieces we're picking up (including a near IDENTICAL jumper to the one Alexa Chung was spotted wearing!),"If it's good enough for Alexa, it's good enough for us.",https://www.glamourmagazine.co.uk/gallery/hm-black-friday-sale,Sophie Cockett Georgia Trodd ,https://media.glamourmagazine.co.uk/photos/61a0b56093e6b194c7a09861/4:3/w_1600%2Cc_limit/H&MBLACKFRIDAY261121_DEFAULTsqGettyImages-1349335268-(1).jpg
Black Friday,"All the Black Friday handbag deals you should snap up today - think shoulder bags, clutches, totes and cross-body styles",Designer bags for everyone this Christmas it is!,https://www.glamourmagazine.co.uk/gallery/black-friday-handbag-deals-2021-26-11,Georgia Trodd ,https://media.glamourmagazine.co.uk/photos/61964b48771417e160790807/4:3/w_1600%2Cc_limit/BAGS181121_DEFAULT2GettyImages-1346043719.jpg
Black Friday,"Here are all the Black Friday jewellery deals you absolutely need to shop TODAY (including Missoma, Monica Vinader and Astrid & Miyu)",All the sparkles.,https://www.glamourmagazine.co.uk/gallery/black-friday-jewellery-deals-2021-26-11,Georgia Trodd ,https://media.glamourmagazine.co.uk/photos/6194f99227a8adb85f28e6b4/4:3/w_1600%2Cc_limit/BLACKFRIDAYJEWELS171121_DEFAULT1.jpg
Black Friday,"We've found 17 Black Friday maternity deals worth buying, in case you were worried about missing out on the BF fashion sales",A bargain for your bump.,https://www.glamourmagazine.co.uk/gallery/black-friday-maternity-deals-2021-25-11-updated,Ali Belamant ,https://media.glamourmagazine.co.uk/photos/619f8412eaac3a76b23eec21/4:3/w_1600%2Cc_limit/BLACKFRIDAYMATERNITY251121_DEFAULT1.jpg
Fashion,25 beaded phone charms to level up your selfie game,Y2K’s kitschiest accessory is back.,https://www.glamourmagazine.co.uk/gallery/beaded-phone-charms,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/619f74dceaac3a76b23eec0b/4:3/w_1600%2Cc_limit/PHONECHARMS251121_DEFAULT2GettyImages-1303752016.jpg
Black Friday,"The Reformation Black Friday sale is serving up 25% off sustainable wardrobe staples adored by Gigi Hadid, Kendall Jenner & Emily Ratajkowski ","Run, don’t walk – Ref items sell out fast!",https://www.glamourmagazine.co.uk/gallery/reformation-black-friday-sale,Alexandria Dale ,https://media.glamourmagazine.co.uk/photos/619e78c603ea26a7d965d559/4:3/w_1600%2Cc_limit/REFORMATIONS241121_DEFAULT2GettyImages-1346063471.jpg
Black Friday,"Calling all Kim Kardashian fans: the SKIMS Black Friday deals start TODAY, here's what to buy in the bi-annual sale",Cozy Collection included.,https://www.glamourmagazine.co.uk/gallery/skims-black-friday,Georgia Trodd ,https://media.glamourmagazine.co.uk/photos/619e29b2e64afe64b648282f/4:3/w_1600%2Cc_limit/SKIMS241121_DEFAULT1.jpg
Shopping,This Black Friday River Island discount code will get you 20% off your £75 order (of really cool pieces to wear throughout winter),Valid for new AND existing River Island customers.,https://www.glamourmagazine.co.uk/gallery/river-island-discount-codes,Georgia Trodd ,https://media.glamourmagazine.co.uk/photos/61389c734c8f4b78b7c63040/4:3/w_1600%2Cc_limit/discount.jpg
Jewellery,"Missoma, Kate Middleton and Kendall Jenner's favourite affordable jewellery brand, has 25% off everything for the first time ever",You've seen this brand all over Instagram.,https://www.glamourmagazine.co.uk/gallery/missoma-jewellery-celebrity-fans,Bianca London Tara Gonzalez ,https://media.glamourmagazine.co.uk/photos/619cd4db712cc763a3b83b98/4:3/w_1600%2Cc_limit/gettyimages-1228528403_sf_SQ.jpg
Shopping,These wellies will keep you dry and upgrade your rainy day outfits this winter,"From classic green styles to disco wellies, you’ll be dry in style ",https://www.glamourmagazine.co.uk/gallery/best-wellies,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61977cc9f91e3a21ad562bc5/4:3/w_1600%2Cc_limit/WELLIES_191121_GettyImages-1349775779_SQ.jpg
Fashion,"The chicest, cosiest duvet coats to wear this winter (that may just trick your brain into thinking you're still in bed!)",Craving a nap on that commute home? Say no more.,https://www.glamourmagazine.co.uk/gallery/best-duvet-coats,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6193c7d7771417e16079073d/4:3/w_1600%2Cc_limit/LONGPUFFERS161121_DEFAULT2GettyImages-1294457316.jpg
Fashion Trends,Cropped jumpers are the wardrobe update you didn't realise you needed this winter,We're ready to crop it like it's hot.,https://www.glamourmagazine.co.uk/gallery/best-cropped-jumper,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6194e8fe27a8adb85f28e6a8/4:3/w_1600%2Cc_limit/CROPPEDJUMPERS171121_DEFAULT2GettyImages-1134185081.jpg
Celebrity News,Kim Kardashian fluffing Paris Hilton's wedding dress at her wedding is a pic you need to see,From matching Louis Vuitton purses to wedding-day glam.,https://www.glamourmagazine.co.uk/article/paris-hilton-wedding-dress-kim-kardashian,Christopher Rosa ,https://media.glamourmagazine.co.uk/photos/6192463c27a8adb85f28e5af/4:3/w_1600%2Cc_limit/GettyImages-1174345662.jpg
Fashion,The Supreme X Tiffany range might just be the most unexpected fashion collaboration ever – but it sold out in seconds,It came. It saw. It sold out immediately.,https://www.glamourmagazine.co.uk/article/supreme-tiffany-collaboration,Fiona Ward ,https://media.glamourmagazine.co.uk/photos/618e686b29beb94708c3d26b/4:3/w_1600%2Cc_limit/TIFFANYSUPREME121121_DEFAULT1.jpg
Entertainment,This is the dramatic true story behind Lady Gaga and Adam Driver's new movie House of Gucci,"""Father, son and house of Gucci...""",https://www.glamourmagazine.co.uk/article/house-of-gucci-true-story,Fiona Ward ,https://media.glamourmagazine.co.uk/photos/618d4d93cbe760a3c14d6b5a/4:3/w_1600%2Cc_limit/HOUSEOFGUCCI111121_DEFAULT1.jpg
Fashion,Zendaya and her bandeau bra top were the stars of the 2021 CFDA Awards,The actor is the youngest recipient of the CFDA's Fashion Icon award – and dressed to prove it.,https://www.glamourmagazine.co.uk/article/zendaya-bandeau-bra-top,Glamour ,https://media.glamourmagazine.co.uk/photos/618d036d0382ea26a0624d56/4:3/w_1600%2Cc_limit/ZENDAYA_111121_GettyImages-1352575427_SQ.jpg
Celebrity Style,Ariana Grande just rocked the 13 Going On 30 dress (again) & it’s incredibly cute,We're living for this nostalgic look. ,https://www.glamourmagazine.co.uk/article/ariana-grande-13-going-on-30-dress,Elizabeth Logan ,https://media.glamourmagazine.co.uk/photos/618ba3de0382ea26a0624cf0/4:3/w_1600%2Cc_limit/ARI13GOINGON30DRESS101121_DEFAULT2GettyImages-1235581827.jpg
Fashion,"As Arts subjects continue to be removed from the curriculum in some inner city schools, Alexander McQueen is backing a charity that helps to bring creativity back to pupils","""Talent comes from everywhere, irrespective of background""",https://www.glamourmagazine.co.uk/article/mcqueen-a-team-arts-education,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/618a788f23e7c974d9039b5d/4:3/w_1600%2Cc_limit/MCQUEEN_091121_GettyImages-1351698954_SQ.jpg
Christmas Gift Ideas,33 gifts for kids this Christmas that they'll be well impressed with you for buying,Step into our very own Santa's workshop.,https://www.glamourmagazine.co.uk/gallery/gifts-for-kids,Ali Belamant Emily Dawes ,https://media.glamourmagazine.co.uk/photos/6166f2a5f9b86461efbf25a5/4:3/w_1600%2Cc_limit/GIFTSFORKIDS131021_DEFAULT1.jpg
Fashion,"These are the super sexy, strappy dresses loved by Bella Hadid, Dua Lipa, Jourdan Dunn and Sophie Turner",Nensi Dojaka is officially the no.1 breakout brand of the year.,https://www.glamourmagazine.co.uk/gallery/nensi-dojaka-strappy-dresses,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6196527827a8adb85f28e732/4:3/w_1600%2Cc_limit/STRAPPY_181121_jourdandunn_SQ.jpg
Instagram,Lady Gaga did *not* come to play with this House of Gucci press tour wardrobe,"Whether on the red carpet or just leaving her hotel, Gaga's killing it.",https://www.glamourmagazine.co.uk/gallery/lady-gagas-weirdest-outfits,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6196342c27a8adb85f28e6fe/4:3/w_1600%2Cc_limit/LADYGAGAPRESSLOOKS181121_DEFAULT1GettyImages-1353704973.jpg
Shopping,35 of the best winter coats and jackets that we predict are going to sell out,Get them before they're gone.,https://www.glamourmagazine.co.uk/gallery/womens-winter-coats,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/615aeb1dec2d0bc7f7b8db98/4:3/w_1600%2Cc_limit/AUTUMNCOATS_041021_PR-A4-Landscape6_SQ.jpg
Fashion Week,We found 19 pairs of leather trousers – plus some brilliant vegan leather trousers – to wear on rotation all winter,They go with literally everything.,https://www.glamourmagazine.co.uk/gallery/leather-trousers-wet-look-jeans-trend,Sophie Cockett Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/618d013023e7c974d9039be0/4:3/w_1600%2Cc_limit/LEATHERPANTS111121_DEFAULT2GettyImages-1342142107.jpg
Fashion,M&S x Ghost is back with a gorgeous new autumn/winter collection – and it's set to be a sell-out,This way for velvet party dresses and leopard-print midis.,https://www.glamourmagazine.co.uk/gallery/ms-ghost-autumn-winter-2021-collection,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/619255f4771417e160790613/4:3/w_1600%2Cc_limit/MandS151121_DEFAULT1201739_SHOT7_176.jpg
Weddings,"Paris Hilton, Lena Dunham and all the other magical celebrity weddings that are like something out of a fairytale",Wait until you see unbelievable dresses...,https://www.glamourmagazine.co.uk/gallery/celebrity-weddings,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61924b4f14b34a4d3bc8654c/4:3/w_1600%2Cc_limit/PARISWEDDING_151121_GettyImages-1351813407_SQ.jpg
Fashion,"Anya Taylor-Joy's most incredible fashion moments of all time, because her style is undeniable",This wardrobe is one to watch.,https://www.glamourmagazine.co.uk/gallery/anya-taylor-joy-fashion,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/618d4440f1cbcaa169021da7/4:3/w_1600%2Cc_limit/ANYATJSTYLE111121_DEFAULT1GettyImages-1352663313.jpg
Fashion,Already feeling bored with your basic jeans-and-jumper combos? We found 25 cosy jumpers with collars to upgrade autumn’s essential outfit…,You’ll want to add at least one to your wardrobe RN,https://www.glamourmagazine.co.uk/gallery/jumper-with-collar,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/618e391a0ae16d6eca9764c3/4:3/w_1600%2Cc_limit/COLLARJUMPER111121_DEFAULT2GettyImages-1352256101.jpg
Fashion,33 of the *very* best black coats and jackets to buy now that will be timeless wardrobe staples forever,It's the most versatile outerwear option you can pick.,https://www.glamourmagazine.co.uk/gallery/best-black-coats-jackets,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61801102f1aa8974f0e6bc2f/4:3/w_1600%2Cc_limit/BLACKCOATS011121_DEFAULT1.jpg
Celebrity Fashion,Meghan Markle just confirmed that she's *fully* invested in one of the season's hottest fashion trends,"As are we, of course.",https://www.glamourmagazine.co.uk/gallery/meghan-markle-style-best-looks-and-outfits,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/618cff38f1cbcaa169021d3b/4:3/w_1600%2Cc_limit/MEGHANMARKLE_111121_GettyImages-1352553292_SQ.jpg
Shopping,This 24S discount code will get you 28% off the five new-season designer staples I've had on my wish list for weeks,24S has my full attention.,https://www.glamourmagazine.co.uk/gallery/24s-discount-codes,Sophie Cockett ,https://media.glamourmagazine.co.uk/photos/618a5e5a0382ea26a0624cbf/4:3/w_1600%2Cc_limit/24SDISCOUNTCODES091121_DEFAULT1.jpg
Jeans,"Baggy jeans are having a serious moment, so here’s how to style them the fashion editor-approved way","Wide-leg, balloon, dad fit – you name it, loose denim is IN.",https://www.glamourmagazine.co.uk/gallery/best-baggy-jeans,Millie Feroze ,https://media.glamourmagazine.co.uk/photos/617a6982f1aa8974f0e6ba86/4:3/w_1600%2Cc_limit/BAGGYJEANS281021_DEFAULT1GettyImages-1326061450.jpg
